SAMPLE_ID,식품명,지역 / 제조사,채취시기,식품상세분류,1회제공량,내용량_단위,에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총 식이섬유(g),칼슘(㎎),총 아미노산(g),성분표출처,발행기관
N000279-76-02,명태,사천,2월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000279-60-AVG,명태,주문진,평균,어류,100,g,80,80.3,17.5,0.7,0.001,0,109,-,수('2018),국립수산과학원
N000279-33-11,명태,부산,11월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000279-33-04,명태,부산,4월,어류,100,g,-,-,17.4,-,-,-,-,15.5,수('2018),국립수산과학원
N000280-60-04,명태-간,주문진,4월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000280-33-02,명태-간,부산,2월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000281-70-06,명태-동건품(포),"통영,알래스카산",6월,수산가공품,100,g,350,16.3,74.6,3.6,0.3,-,179,71.3,수('2018),국립수산과학원
N000282-ZZ-AVG,명태-명란젓,전국(대표),평균,수산가공품,100,g,126,66,20.5,3,2.7,0,28,-,수('2018),국립수산과학원
N000282-70-06,명태-명란젓,"통영,알래스카산",6월,수산가공품,100,g,-,-,20,-,-,-,-,19.1,수('2018),국립수산과학원
N000283-70-06,명태-소건품,"통영,알래스카산",6월,수산가공품,100,g,-,-,70.6,-,-,-,-,68.2,수('2018),국립수산과학원
N000284-70-05,명태-소건품(노가리),"통영,알래스카산",5월,수산가공품,100,g,351,16.1,74.3,3.8,0.3,-,2066,71.3,수('2018),국립수산과학원
N000285-ZZ-AVG,명태-소건품(코다리),전국(대표),평균,수산가공품,100,g,290,31.1,61.7,3.1,0.001,0,243,-,수('2018),국립수산과학원
N000286-ZZ-AVG,명태-알,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000286-60-04,명태-알,주문진,4월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000287-ZZ-AVG,명태-조미건품(포),전국(대표),평균,수산가공품,100,g,319,17.5,43.9,1.5,29.2,0,392,-,수('2018),국립수산과학원
N000287-33-06,명태-조미건품(포),부산,6월,수산가공품,100,g,-,-,37.9,-,-,-,-,36.5,수('2018),국립수산과학원
N000288-ZZ-AVG,명태-창란젓,전국(대표),평균,수산가공품,100,g,116,64.3,12.9,3.2,8.2,0,99,-,수('2018),국립수산과학원
N000288-70-06,명태-창란젓,"통영,알래스카산",6월,수산가공품,100,g,-,-,9.3,-,-,-,-,9.3,수('2018),국립수산과학원
N000290-ZZ-AVG,명태-포(먹태),전국(대표),평균,수산가공품,100,g,372,11.3,82.7,2.4,0.001,0,300,-,수('2018),국립수산과학원
N000291-70-06,명태-포(북어),"통영,알래스카산",6월,수산가공품,100,g,358,17.9,70.6,6.2,0.5,-,231,-,수('2018),국립수산과학원
N000292-35-12,모래무지,서울(한강),12월,어류,100,g,77,82.1,15.7,1.1,0.001,0,73,-,수('2018),국립수산과학원
N000293-30-03,모무늬돌김-소건품,목포,3월,수산가공품,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000294-ZZ-AVG,모자반,전국(대표),평균,해조류,100,g,18,86.2,1.8,0.2,5.2,-,209,-,수('2018),국립수산과학원
N000294-61-04,모자반,진도,4월,해조류,100,g,-,-,5.8,-,-,-,-,5.7,수('2018),국립수산과학원
N000294-53-05,모자반,완도,5월,해조류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000295-ZZ-AVG,모자반-염장품,전국(대표),평균,수산가공품,100,g,18,62.9,3.1,0.2,5.1,0.3,221,-,수('2018),국립수산과학원
N000296-33-04,모조리상어,부산,4월,어류,100,g,108,75.1,21.7,1.7,0.001,0,83,-,수('2018),국립수산과학원
N000297-33-06,목탁가오리,부산,6월,어류,100,g,98,74,22.2,0.5,0.001,0,685,-,수('2018),국립수산과학원
N000298-33-11,몽치다래,부산,11월,어류,100,g,159,66.9,24.1,5.9,0.5,-,6,-,수('2018),국립수산과학원
N000299-76-02,무늬홍어,사천,2월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000300-ZZ-AVG,무지개송어,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000300-65-AVG,무지개송어,청평,평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000300-65-12,무지개송어,청평,12월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000300-65-08,무지개송어,청평,8월,어류,100,g,-,-,19.8,-,-,-,-,18.4,수('2018),국립수산과학원
N000300-09-AVG,무지개송어,근덕,평균,어류,100,g,126,73.3,21.1,3.9,0.1,0,33,-,수('2018),국립수산과학원
N000301-ZZ-AVG,문절망둑,전국(대표),평균,어류,100,g,90,78.2,18.7,1.1,0.3,0,14,-,수('2018),국립수산과학원
N000301-33-07,문절망둑,부산,7월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000301-33-03,문절망둑,부산,3월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000302-76-04,문치가자미,사천,4월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000302-45-06,문치가자미,여수,6월,어류,100,g,93,77.7,19.9,0.7,0.5,0,16,-,수('2018),국립수산과학원
N000303-33-05,물가자미,부산,5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000304-ZZ-AVG,물렁가시붉은새우,전국(대표),평균,갑각류,100,g,83,79.3,18,0.5,0.6,-,-,-,수('2018),국립수산과학원
N000304-01-09,물렁가시붉은새우,강릉,9월,갑각류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000305-72-06,물레고둥,포항,6월,패류,100,g,88,76,17.1,0.3,3.2,-,587,-,수('2018),국립수산과학원
N000306-33-06,물메기,부산,6월,어류,100,g,78,81.6,16.4,0.9,0.1,0,36,-,수('2018),국립수산과학원
N000306-02-08,물메기,거제,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000307-02-10,물메기-근육,거제,10월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000308-02-10,물메기-내장,거제,10월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000308-02-08,물메기-내장,거제,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000309-33-07,물치다래,부산,7월,어류,100,g,168,67.9,23.4,7.3,0.1,0,35,-,수('2018),국립수산과학원
N000310-65-10,미꾸라지,청평,10월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000310-65-05,미꾸라지,청평,5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000311-ZZ-AVG,미꾸리,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000311-50-02,미꾸리,영덕,2월,어류,100,g,-,-,17.8,-,-,-,-,16.5,수('2018),국립수산과학원
N000311-45-06,미꾸리,여수,6월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000311-33-03,미꾸리,부산,3월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000311-26-AVG,미꾸리,대전,평균,어류,100,g,96,78.6,16.2,2.8,0.2,0,736,-,수('2018),국립수산과학원
N000312-ZZ-AVG,미더덕,전국(대표),평균,기타,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000312-45-03,미더덕,여수,3월,기타,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000312-33-05,미더덕,부산,5월,기타,100,g,46,87.6,4.3,1.2,4.1,0,40,4.5,수('2018),국립수산과학원
N000313-33-06,미더덕-껍질,부산,6월,기타,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000314-ZZ-AVG,미역,전국(대표),평균,해조류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000314-53-04,미역,완도,4월,해조류,100,g,-,-,1.6,-,-,-,-,1.3,수('2018),국립수산과학원
N000314-53-03,미역,완도,3월,해조류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000315-ZZ-AVG,미역-소건품,전국(대표),평균,수산가공품,100,g,126,16,20,2.9,33.9,2.4,959,-,수('2018),국립수산과학원
N000315-53-10,미역-소건품,완도,10월,수산가공품,100,g,-,-,15.2,-,-,-,-,9.3,수('2018),국립수산과학원
N000316-33-02,미역-양식산,부산,2월,해조류,100,g,18,87.6,3,0.3,4.8,0.3,149,-,수('2018),국립수산과학원
N000317-ZZ-AVG,미역-염장품(데침),전국(대표),평균,수산가공품,100,g,35,61.8,6,0.9,8.8,0.5,178,-,수('2018),국립수산과학원
N000318-33-AVG,미역-자연산,부산,평균,해조류,100,g,15,88.8,2.1,0.2,4.4,0.6,153,-,수('2018),국립수산과학원
N000319-33-02,미역-줄기,부산,2월,해조류,100,g,14,88.1,1.8,0.2,4,0.6,120,-,수('2018),국립수산과학원
N000320-33-05,민꽃게,부산,5월,갑각류,100,g,86,79.3,14.8,1.6,2,-,79,-,수('2018),국립수산과학원
N000321-33-03,민달고기,부산,3월,어류,100,g,95,77.1,20.3,1,0.1,0,10,-,수('2018),국립수산과학원
N000322-33-06,민들조개,부산,6월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000323-ZZ-AVG,민어,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000323-33-05,민어,부산,5월,어류,100,g,86,79.4,18,0.8,0.5,0,22,-,수('2018),국립수산과학원
N000324-12-07,민어-양식산,남해,7월,어류,100,g,-,-,19,-,-,-,-,18.1,수('2018),국립수산과학원
N000325-87-10,민어-자연산,남해서부-EEZ(240),10월,어류,100,g,-,-,18.3,-,-,-,-,17.4,수('2018),국립수산과학원
N000326-ZZ-AVG,민어-조미건품,전국(대표),평균,수산가공품,100,g,327,16.2,39.8,1.5,35.2,0,591,-,수('2018),국립수산과학원
N000327-ZZ-AVG,민태,전국(대표),평균,어류,100,g,88,81.1,15.2,2.5,0.001,0,8,-,수('2018),국립수산과학원
N000328-33-07,민허리돼지고둥,부산,7월,패류,100,g,105,75.7,16.5,2.4,3.2,0,193,-,수('2018),국립수산과학원
N000329-ZZ-AVG,밀복,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000329-33-04,밀복,부산,4월,어류,100,g,-,-,18.4,-,-,-,-,16.2,수('2018),국립수산과학원
N000329-33-03,밀복,부산,3월,어류,100,g,80,81,17.3,0.7,0.1,0,26,-,수('2018),국립수산과학원
N000330-70-06,밀복-조미건품(포),"통영,알래스카산",6월,수산가공품,100,g,-,-,50,-,-,-,-,48,수('2018),국립수산과학원
N000331-54-08,밍크고래-꼬리,울산(고래연),8월,기타,100,g,-,-,15.5,-,-,-,-,13.7,수('2018),국립수산과학원
N000332-54-08,밍크고래-뱃살,울산(고래연),8월,기타,100,g,-,-,2.1,-,-,-,-,0.1,수('2018),국립수산과학원
N000333-54-08,밍크고래-보통육,울산(고래연),8월,기타,100,g,-,-,25.7,-,-,-,-,22.2,수('2018),국립수산과학원
N000334-54-08,밍크고래-콩팥,울산(고래연),8월,기타,100,g,-,-,19.5,-,-,-,-,19,수('2018),국립수산과학원
N000335-54-08,밍크고래-혀,울산(고래연),8월,기타,100,g,-,-,18.9,-,-,-,-,17.1,수('2018),국립수산과학원
N000336-33-10,바다빙어,부산,10월,어류,100,g,92,79.4,17.4,1.9,0.1,0,23,-,수('2018),국립수산과학원
N000337-62-06,바닷가재,진주,6월,갑각류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000338-33-04,바위굴-자연산,부산,4월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000339-61-05,바위두둑,진도,5월,해조류,100,g,-,-,0.7,-,-,-,-,0.5,수('2018),국립수산과학원
N000340-ZZ-AVG,바지락,전국(대표),평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000340-ZZ-12,바지락,전국(대표),12월,패류,100,g,-,-,12.3,-,-,-,-,9,수('2018),국립수산과학원
N000340-41-12,바지락,신안(압해도),12월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000340-41-10,바지락,신안(압해도),10월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000340-41-07,바지락,신안(압해도),7월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000340-41-05,바지락,신안(압해도),5월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000340-33-05,바지락,부산,5월,패류,100,g,73,81.5,12.5,1.2,2.3,-,78,-,수('2018),국립수산과학원
N000340-33-04,바지락,부산,4월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000341-ZZ-AVG,바지락-소건품,전국(대표),평균,수산가공품,100,g,347,10.4,74,3.7,0.001,-,0,68.7,수('2018),국립수산과학원
N000342-ZZ-AVG,바지락-자숙품,전국(대표),평균,수산가공품,100,g,-,-,19.4,-,-,-,-,19.2,수('2018),국립수산과학원
N000343-ZZ-AVG,바지락-젓갈,전국(대표),평균,수산가공품,100,g,51,76.5,8.5,1,1.5,0,112,-,수('2018),국립수산과학원
N000344-55-06,박대,인천,6월,어류,100,g,90,77.9,19.2,0.7,0.6,-,15,-,수('2018),국립수산과학원
N000345-90-03,반딧불게르치,남해서부-EEZ(243),3월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000346-ZZ-10,반지,전국(대표),10월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000346-22-10,반지,남해중부-EEZ(104),10월,어류,100,g,128,73.2,20.2,4.5,0.1,-,127,-,수('2018),국립수산과학원
N000346-17-10,반지,남해서부-EEZ(231),10월,어류,100,g,-,-,16.9,-,-,-,-,15.1,수('2018),국립수산과학원
N000347-33-03,밤송이게,부산,3월,갑각류,100,g,-,-,15.1,-,-,-,-,14.7,수('2018),국립수산과학원
N000348-30-03,방사무늬김-소건품,목포,3월,수산가공품,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000349-ZZ-AVG,방어,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000349-70-06,방어,"통영,알래스카산",6월,어류,100,g,-,-,19.4,-,-,-,-,18.4,수('2018),국립수산과학원
N000349-33-09,방어,부산,9월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000349-33-08,방어,부산,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000349-33-05,방어,부산,5월,어류,100,g,101,75.6,21.7,0.8,0.4,0,16,-,수('2018),국립수산과학원
N000350-ZZ-AVG,방어-혈합육,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000351-65-08,배스,청평,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000351-64-12,배스,창원(주남저수지),12월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000352-33-06,백미돔,부산,6월,어류,100,g,102,76,21,1.2,0.4,0,56,-,수('2018),국립수산과학원
N000353-ZZ-AVG,백연,전국(대표),평균,어류,100,g,89,78.6,19,0.8,0.3,-,81,-,수('2018),국립수산과학원
N000354-33-03,백합,부산,3월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000354-12-06,백합,남해,6월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000354-08-02,백합,군산,2월,패류,100,g,74,79.9,11.7,1,3.6,0,161,-,수('2018),국립수산과학원
N000355-55-AVG,밴댕이,인천,평균,어류,100,g,225,65.8,16.3,16.5,0.2,0,175,-,수('2018),국립수산과학원
N000356-33-07,밴댕이-자건품,부산,7월,수산가공품,100,g,-,-,48,-,-,-,-,47.7,수('2018),국립수산과학원
N000356-33-05,밴댕이-자건품,부산,5월,수산가공품,100,g,333,17.5,56.7,9.9,0.1,-,2705,-,수('2018),국립수산과학원
N000357-40-06,밴댕이-젓갈,신안,6월,수산가공품,100,g,117,56.8,16.3,4.9,0.6,-,978,15.3,수('2018),국립수산과학원
N000358-ZZ-AVG,뱀장어,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000358-33-AVG,뱀장어,부산,평균,어류,100,g,223,67.1,14.4,17.1,0.3,0,157,-,수('2018),국립수산과학원
N000358-33-03,뱀장어,부산,3월,어류,100,g,-,-,14.5,-,-,-,-,13.7,수('2018),국립수산과학원
N000359-33-08,뱀장어-간,부산,8월,어류,100,g,202,51.5,12.2,6.3,22.3,0,27,-,수('2018),국립수산과학원
N000360-65-AVG,뱀장어-양식산,청평,평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000361-65-09,뱀장어-자연산,청평,9월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000362-ZZ-AVG,뱀장어-조미-구운치,전국(대표),평균,수산가공품,100,g,262,50.2,30.4,14.2,0.001,-,1129,-,수('2018),국립수산과학원
N000363-08-AVG,뱅어,군산,평균,어류,100,g,68,84,13.3,1.1,0.3,0,135,-,수('2018),국립수산과학원
N000364-08-AVG,뱅어-소건품,군산,평균,수산가공품,100,g,311,26.8,56.1,7.9,0.001,0,615,-,수('2018),국립수산과학원
N000365-70-06,뱅어-조미건품(포),"통영,알래스카산",6월,수산가공품,100,g,382,16.2,64.3,11.3,1,-,1528,61.5,수('2018),국립수산과학원
N000366-72-05,벌레문치,포항,5월,어류,100,g,88,80.7,15.8,2,0.7,-,10,12.5,수('2018),국립수산과학원
N000367-55-07,범가자미,인천,7월,어류,100,g,82,79.5,18.2,0.2,0.8,-,18,-,수('2018),국립수산과학원
N000368-59-09,범돔,제주,9월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000368-33-03,범돔,부산,3월,어류,100,g,94,77.8,19.5,1.1,0.4,0,55,20.2,수('2018),국립수산과학원
N000369-76-07,베도라치,사천,7월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000369-01-06,베도라치,강릉,6월,어류,100,g,105,76,20.7,1.9,0.001,0,38,-,수('2018),국립수산과학원
N000370-33-05,베로치,부산,5월,어류,100,g,86,78.8,19.5,0.4,0.001,0,81,-,수('2018),국립수산과학원
N000371-59-09,벤자리,제주,9월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000371-33-AVG,벤자리,부산,평균,어류,100,g,123,76,17,5.3,0.3,0,57,-,수('2018),국립수산과학원
N000372-ZZ-AVG,벵에돔,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000372-33-07,벵에돔,부산,7월,어류,100,g,98,77,20.2,1.4,0.001,0,42,-,수('2018),국립수산과학원
N000372-10-07,벵에돔,기장,7월,어류,100,g,-,-,20.9,-,-,-,-,19.8,수('2018),국립수산과학원
N000372-10-06,벵에돔,기장,6월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000373-ZZ-AVG,별상어,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000373-76-06,별상어,사천,6월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000373-33-11,별상어,부산,11월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000373-33-05,별상어,부산,5월,어류,100,g,103,73.7,23.5,0.3,0.3,0,27,-,수('2018),국립수산과학원
N000373-33-04,별상어,부산,4월,어류,100,g,-,-,17.4,-,-,-,-,15.6,수('2018),국립수산과학원
N000374-33-11,별상어-간,부산,11월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000374-33-05,별상어-간,부산,5월,어류,100,g,-,-,-,57.1,-,-,-,-,수('2018),국립수산과학원
N000375-33-AVG,별성대,부산,평균,어류,100,g,91,78.3,19.3,1,0.001,-,92,-,수('2018),국립수산과학원
N000376-ZZ-AVG,별쭉지성대,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000376-33-04,별쭉지성대,부산,4월,어류,100,g,129,74.5,19.2,5.1,0.001,0,19,-,수('2018),국립수산과학원
N000377-ZZ-AVG,병어,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000377-69-05,병어,태안(서해),5월,어류,100,g,-,-,16.1,-,-,-,-,13.7,수('2018),국립수산과학원
N000377-33-05,병어,부산,5월,어류,100,g,130,75.5,16.4,6.3,0.3,0,22,-,수('2018),국립수산과학원
N000377-02-08,병어,거제,8월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000378-56-05,병어-알,인천(서해),5월,어류,100,g,-,-,18.2,-,-,-,-,15.6,수('2018),국립수산과학원
N000379-45-06,보구치,여수,6월,어류,100,g,119,75,19.3,3.9,0.3,0,15,-,수('2018),국립수산과학원
N000379-33-12,보구치,부산,12월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000379-16-10,보구치,남해서부-EEZ(222),10월,어류,100,g,-,-,19,-,-,-,-,15.6,수('2018),국립수산과학원
N000380-70-06,보라성게,"통영,알래스카산",6월,기타,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000380-33-03,보라성게,부산,3월,기타,100,g,-,-,14.4,-,-,-,-,13.1,수('2018),국립수산과학원
N000381-ZZ-AVG,보라성게-알,전국(대표),평균,기타,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000381-33-09,보라성게-알,부산,9월,기타,100,g,181,65.6,16.1,8.7,7.6,0,70,-,수('2018),국립수산과학원
N000382-ZZ-AVG,보리새우,전국(대표),평균,갑각류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000382-76-03,보리새우,사천,3월,갑각류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000382-33-05,보리새우,부산,5월,갑각류,100,g,-,-,14.6,-,-,-,-,13.3,수('2018),국립수산과학원
N000382-29-11,보리새우,마산,11월,갑각류,100,g,71,82.8,15.1,0.7,0.1,0,87,-,수('2018),국립수산과학원
N000383-76-03,보말고둥,사천,3월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000383-33-07,보말고둥,부산,7월,패류,100,g,-,-,17.7,-,-,-,-,17,수('2018),국립수산과학원
N000383-33-06,보말고둥,부산,6월,패류,100,g,93,78.2,14.6,2.2,2.6,0,240,-,수('2018),국립수산과학원
N000384-76-03,복섬,사천,3월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000385-33-06,볼기우럭,부산,6월,어류,100,g,129,74.6,18.7,5.3,0.001,0,84,-,수('2018),국립수산과학원
N000386-59-09,볼락,제주,9월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000386-45-06,볼락,여수,6월,어류,100,g,93,77.8,19.3,1,0.6,0,42,-,수('2018),국립수산과학원
N000387-33-10,볼락-양식산,부산,10월,어류,100,g,-,-,19.4,-,-,-,-,17.8,수('2018),국립수산과학원
N000388-10-07,볼락-자연산,기장,7월,어류,100,g,-,-,20.1,-,-,-,-,19,수('2018),국립수산과학원
N000389-ZZ-AVG,부세,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000389-33-AVG,부세,부산,평균,어류,100,g,105,78.3,17.2,3.4,0.001,0,71,-,수('2018),국립수산과학원
N000389-33-10,부세,부산,10월,어류,100,g,-,-,21.8,-,-,-,-,21.8,수('2018),국립수산과학원
N000390-33-06,부시리,부산,6월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000390-33-03,부시리,부산,3월,어류,100,g,109,74.6,22.3,1.5,0.1,0,16,-,수('2018),국립수산과학원
N000391-ZZ-AVG,부채새우,전국(대표),평균,갑각류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000391-76-03,부채새우,사천,3월,갑각류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000391-33-07,부채새우,부산,7월,갑각류,100,g,-,-,15,-,-,-,-,14.3,수('2018),국립수산과학원
N000391-33-05,부채새우,부산,5월,갑각류,100,g,65,84.1,13.7,0.8,0.001,0,84,-,수('2018),국립수산과학원
N000392-70-10,북방대합,"통영,알래스카산",10월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000392-70-05,북방대합,"통영,알래스카산",5월,패류,100,g,-,-,14.3,-,-,-,-,11.6,수('2018),국립수산과학원
N000392-33-09,북방대합,부산,9월,패류,100,g,62,83.8,12,0.8,1,0,98,-,수('2018),국립수산과학원
N000393-33-11,북방전복-근육,부산,11월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000394-33-11,북방전복-내장,부산,11월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000395-53-09,북방전복-자숙품,완도,9월,수산가공품,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000396-01-09,북쪽분홍새우,강릉,9월,갑각류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000397-72-05,분홍꼼치,포항,5월,어류,100,g,74,82.2,15.2,0.5,1.1,-,52,13.7,수('2018),국립수산과학원
N000398-33-02,불등풀가사리-소건품,부산,2월,수산가공품,100,g,152,11.7,16.5,0.6,55.7,2.3,481,-,수('2018),국립수산과학원
N000399-ZZ-AVG,불볼락,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000399-76-05,불볼락,사천,5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000399-33-05,불볼락,부산,5월,어류,100,g,125,74.7,18.6,4.6,0.7,0,60,-,수('2018),국립수산과학원
N000399-33-04,불볼락,부산,4월,어류,100,g,-,-,17.7,-,-,-,-,15.7,수('2018),국립수산과학원
N000400-76-05,붉바리,사천,5월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000400-70-06,붉바리,"통영,알래스카산",6월,어류,100,g,-,-,22,-,-,-,-,20.9,수('2018),국립수산과학원
N000400-33-04,붉바리,부산,4월,어류,100,g,99,76.5,21,1.1,0.1,0,18,-,수('2018),국립수산과학원
N000401-ZZ-AVG,붉은대게,전국(대표),평균,갑각류,100,g,48,87,10.5,0.3,0.3,-,211,-,수('2018),국립수산과학원
N000401-33-03,붉은대게,부산,3월,갑각류,100,g,-,-,13.5,-,-,-,-,13.1,수('2018),국립수산과학원
N000402-73-01,붉은대게-수컷-다리,포항(독도연),1월,갑각류,100,g,-,-,12.1,-,-,-,-,11.7,수('2018),국립수산과학원
N000403-73-01,붉은대게-수컷-몸통,포항(독도연),1월,갑각류,100,g,-,-,8,-,-,-,-,7.4,수('2018),국립수산과학원
N000404-73-01,붉은대게-알,포항(독도연),1월,갑각류,100,g,-,-,13.4,-,-,-,-,11.1,수('2018),국립수산과학원
N000405-73-01,붉은대게-암컷-다리,포항(독도연),1월,갑각류,100,g,-,-,14.5,-,-,-,-,13.5,수('2018),국립수산과학원
N000406-73-01,붉은대게-암컷-몸통,포항(독도연),1월,갑각류,100,g,-,-,8.9,-,-,-,-,8.1,수('2018),국립수산과학원
N000407-76-03,붉은맛,사천,3월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000407-70-AVG,붉은맛,"통영,알래스카산",평균,패류,100,g,95,77.3,16.1,1.8,2.5,0,64,-,수('2018),국립수산과학원
